 Love_out_fail_model                                                              REF PER =   1.0 SECS


  LEVEL    RADIUS        RHO         VPV         VPH         VSV         VSH         ETA         QMU         QKAP
    0 S  136   0.8796288E-01    13.99973        71.42997        4.289388        123.1102      -0.5726287E-06
    0 S  137   0.8863804E-01    14.10718        70.88588        4.290774        123.2771      -0.5748290E-06
    0 S  138   0.8931340E-01    14.21467        70.34986        4.292033        123.4489      -0.5769906E-06
    0 S  139   0.8998895E-01    14.32219        69.82174        4.293166        123.6257      -0.5791136E-06
    0 S  140   0.9066467E-01    14.42973        69.30136        4.294174        123.8073      -0.5811980E-06
    0 S  141   0.9134053E-01    14.53730        68.78858        4.295058        123.9939      -0.5832438E-06
    0 S  142   0.9201652E-01    14.64488        68.28323        4.295820        124.1855      -0.5852510E-06
    0 S  143   0.9269262E-01    14.75249        67.78517        4.296461        124.3821      -0.5872198E-06
    0 S  144   0.9336881E-01    14.86011        67.29426        4.296982        124.5838      -0.5891500E-06
    0 S  145   0.9404507E-01    14.96774        66.81037        4.297385        124.7905      -0.5910417E-06
    0 S  146   0.9472137E-01    15.07537        66.33334        4.297669        125.0024      -0.5928950E-06
    0 S  147   0.9539771E-01    15.18302        65.86306        4.297837        125.2194      -0.5947098E-06
    0 S  148   0.9607407E-01    15.29066        65.39939        4.297889        125.4417      -0.5964870E-06
    0 S  149   0.9675042E-01    15.39831        64.94220        4.297827        125.6693      -0.5982264E-06
    0 S  150   0.9742675E-01    15.50595        64.49138        4.297651        125.9022      -0.5999271E-06
    0 S  151   0.9810303E-01    15.61358        64.04680        4.297362        126.1405      -0.6015889E-06
    0 S  152   0.9877926E-01    15.72121        63.60834        4.296961        126.3842      -0.6032147E-06
    0 S  153   0.9945542E-01    15.82882        63.17590        4.296449        126.6335      -0.6048001E-06
    0 S  154   0.1001315        15.93642        62.74935        4.295827        126.8883      -0.6063475E-06
    0 S  155   0.1008074        16.04400        62.32859        4.295095        127.1488      -0.6078578E-06
    0 S  156   0.1014833        16.15156        61.91351        4.294255        127.4151      -0.6093276E-06
    0 S  157   0.1021589        16.25910        61.50402        4.293306        127.6871      -0.6107569E-06
    0 S  158   0.1028345        16.36661        61.10000        4.292250        127.9650      -0.6121383E-06
    0 S  159   0.1035098        16.47410        60.70136        4.291088        128.2489      -0.6134912E-06
    0 S  160   0.1041849        16.58155        60.30799        4.289820        128.5388      -0.6148064E-06
    0 S  161   0.1048599        16.68897        59.91982        4.288447        128.8349      -0.6160828E-06
    0 S  162   0.1055346        16.79635        59.53674        4.286969        129.1372      -0.6173193E-06
    0 S  163   0.1062090        16.90370        59.15866        4.285387        129.4458      -0.6185180E-06
    0 S  164   0.1068832        17.01100        58.78550        4.283702        129.7608      -0.6196768E-06
    0 S  165   0.1075572        17.11826        58.41717        4.281914        130.0824      -0.6207975E-06
    0 S  166   0.1082308        17.22547        58.05358        4.280024        130.4105      -0.6218740E-06
    0 S  167   0.1089041        17.33263        57.69465        4.278032        130.7454      -0.6229094E-06
    0 S  168   0.1095771        17.43974        57.34031        4.275939        131.0872      -0.6239103E-06
    0 S  169   0.1102498        17.54680        56.99046        4.273746        131.4358      -0.6248725E-06
    0 S  170   0.1109221        17.65379        56.64505        4.271452        131.7916      -0.6257940E-06
    0 S  171   0.1115940        17.76073        56.30398        4.269059        132.1545      -0.6266780E-06
    0 S  172   0.1122655        17.86761        55.96719        4.266567        132.5247      -0.6275209E-06
    0 S  173   0.1129366        17.97442        55.63460        4.263977        132.9023      -0.6283237E-06
    0 S  174   0.1136074        18.08117        55.30615        4.261289        133.2875      -0.6290875E-06
    0 S  175   0.1142776        18.18785        54.98176        4.258503        133.6803      -0.6298137E-06
    0 S  176   0.1149474        18.29445        54.66137        4.255621        134.0809      -0.6304971E-06
    0 S  177   0.1156168        18.40099        54.34492        4.252642        134.4895      -0.6311391E-06
    0 S  178   0.1162857        18.50744        54.03232        4.249567        134.9061      -0.6317393E-06
    0 S  179   0.1169541        18.61382        53.72354        4.246397        135.3310      -0.6322993E-06
    0 S  180   0.1176219        18.72011        53.41849        4.243132        135.7641      -0.6328196E-06
    0 S  181   0.1182893        18.82632        53.11712        4.239773        136.2058      -0.6332974E-06
    0 S  182   0.1189561        18.93245        52.81938        4.236320        136.6561      -0.6337341E-06
    0 S  183   0.1196223        19.03848        52.52520        4.232774        137.1152      -0.6341278E-06
    0 S  184   0.1202880        19.14443        52.23452        4.229135        137.5832      -0.6344788E-06
    0 S  185   0.1209531        19.25028        51.94730        4.225404        138.0603      -0.6347873E-06
    0 S  186   0.1216176        19.35603        51.66347        4.221582        138.5466      -0.6350530E-06
    0 S  187   0.1222814        19.46169        51.38299        4.217670        139.0423      -0.6352750E-06
    0 S  188   0.1229447        19.56725        51.10579        4.213667        139.5476      -0.6354549E-06
    0 S  189   0.1236073        19.67271        50.83184        4.209574        140.0626      -0.6355925E-06
    0 S  190   0.1242692        19.77806        50.56107        4.205393        140.5875      -0.6356855E-06
    0 S  191   0.1249305        19.88331        50.29344        4.201123        141.1224      -0.6357362E-06
    0 S  192   0.1255911        19.98844        50.02891        4.196767        141.6675      -0.6357413E-06
    0 S  193   0.1262518        20.09359        49.76711        4.192319        142.2221      -0.6356943E-06
    0 S  194   0.1269109        20.19850        49.50861        4.187790        142.7881      -0.6356110E-06
    0 S  195   0.1275694        20.30330        49.25307        4.183176        143.3649      -0.6354838E-06
    0 S  196   0.1282271        20.40798        49.00044        4.178478        143.9525      -0.6353128E-06
    0 S  197   0.1288841        20.51254        48.75067        4.173697        144.5512      -0.6350943E-06
    0 S  198   0.1295403        20.61698        48.50371        4.168833        145.1611      -0.6348304E-06
    0 S  199   0.1301957        20.72129        48.25954        4.163888        145.7825      -0.6345202E-06
    0 S  200   0.1308503        20.82548        48.01810        4.158862        146.4154      -0.6341659E-06
    0 S  201   0.1315042        20.92954        47.77936        4.153756        147.0601      -0.6337641E-06
    0 S  202   0.1321572        21.03347        47.54327        4.148572        147.7168      -0.6333157E-06
    0 S  203   0.1328094        21.13727        47.30980        4.143311        148.3857      -0.6328258E-06
    0 S  204   0.1334607        21.24093        47.07891        4.137973        149.0668      -0.6322836E-06
    0 S  205   0.1341112        21.34446        46.85056        4.132561        149.7604      -0.6316944E-06
    0 S  206   0.1347609        21.44786        46.62471        4.127074        150.4668      -0.6310578E-06
    0 S  207   0.1354096        21.55111        46.40133        4.121515        151.1860      -0.6303749E-06
    0 S  208   0.1360575        21.65422        46.18038        4.115884        151.9182      -0.6296432E-06
    0 S  209   0.1367044        21.75719        45.96182        4.110183        152.6636      -0.6288636E-06
    0 S  210   0.1373505        21.86001        45.74563        4.104413        153.4225      -0.6280360E-06
    0 S  211   0.1379956        21.96269        45.53176        4.098576        154.1949      -0.6271602E-06
    0 S  212   0.1386399        22.06522        45.32019        4.092673        154.9811      -0.6262361E-06
    0 S  213   0.1392831        22.16760        45.11089        4.086706        155.7813      -0.6252634E-06
    0 S  214   0.1399254        22.26983        44.90381        4.080676        156.5955      -0.6242423E-06
    0 S  215   0.1405668        22.37190        44.69893        4.074585        157.4241      -0.6231727E-06
    0 S  216   0.1412072        22.47382        44.49621        4.068434        158.2671      -0.6220544E-06
    0 S  217   0.1418466        22.57559        44.29563        4.062225        159.1248      -0.6208875E-06
    0 S  218   0.1424850        22.67720        44.09716        4.055960        159.9973      -0.6196717E-06
    0 S  219   0.1431225        22.77865        43.90076        4.049641        160.8847      -0.6184072E-06
    0 S  220   0.1437589        22.87994        43.70641        4.043268        161.7873      -0.6170939E-06
    0 S  221   0.1443943        22.98107        43.51408        4.036845        162.7052      -0.6157320E-06
    0 S  222   0.1450287        23.08203        43.32374        4.030373        163.6386      -0.6143213E-06
    0 S  223   0.1456620        23.18283        43.13537        4.023853        164.5876      -0.6128621E-06
    0 S  224   0.1462944        23.28347        42.94892        4.017289        165.5524      -0.6113543E-06
    0 S  225   0.1469256        23.38394        42.76439        4.010681        166.5331      -0.6097982E-06
    0 S  226   0.1475559        23.48425        42.58174        4.004032        167.5299      -0.6081938E-06
    0 S  227   0.1481850        23.58438        42.40094        3.997344        168.5429      -0.6065414E-06
    0 S  228   0.1488131        23.68435        42.22198        3.990619        169.5722      -0.6048412E-06
    0 S  229   0.1494402        23.78415        42.04482        3.983858        170.6181      -0.6030933E-06
    0 S  230   0.1500662        23.88377        41.86943        3.977065        171.6806      -0.6012977E-06
    0 S  231   0.1506911        23.98323        41.69581        3.970241        172.7599      -0.5994552E-06
    0 S  232   0.1513149        24.08251        41.52391        3.963388        173.8560      -0.5975659E-06
    0 S  233   0.1519376        24.18162        41.35373        3.956509        174.9691      -0.5956301E-06
    0 S  234   0.1525592        24.28055        41.18522        3.949606        176.0994      -0.5936481E-06
    0 S  235   0.1531798        24.37931        41.01838        3.942681        177.2468      -0.5916203E-06
    0 S  236   0.1537992        24.47790        40.85318        3.935736        178.4116      -0.5895471E-06
    0 S  237   0.1544175        24.57631        40.68959        3.928773        179.5938      -0.5874290E-06
    0 S  238   0.1550348        24.67455        40.52759        3.921795        180.7935      -0.5852664E-06
    0 S  239   0.1556509        24.77261        40.36717        3.914805        182.0107      -0.5830598E-06
    0 S  240   0.1562659        24.87049        40.20829        3.907803        183.2457      -0.5808096E-06
    0 S  241   0.1568798        24.96820        40.05095        3.900793        184.4983      -0.5785165E-06
    0 S  242   0.1574926        25.06573        39.89511        3.893777        185.7688      -0.5761810E-06
    0 S  243   0.1581043        25.16308        39.74076        3.886756        187.0571      -0.5738037E-06
    0 S  244   0.1587149        25.26026        39.58788        3.879734        188.3634      -0.5713852E-06
    0 S  245   0.1593244        25.35726        39.43644        3.872713        189.6876      -0.5689261E-06
    0 S  246   0.1599327        25.45408        39.28643        3.865694        191.0298      -0.5664271E-06
    0 S  247   0.1605400        25.55073        39.13783        3.858680        192.3900      -0.5638888E-06
    0 S  248   0.1611461        25.64720        38.99061        3.851673        193.7683      -0.5613123E-06
    0 S  249   0.1617511        25.74349        38.84477        3.844675        195.1646      -0.5586985E-06
    0 S  250   0.1623550        25.83961        38.70028        3.837689        196.5790      -0.5560473E-06
    0 S  251   0.1629579        25.93555        38.55712        3.830717        198.0115      -0.5533596E-06
    0 S  252   0.1635596        26.03132        38.41527        3.823760        199.4621      -0.5506362E-06
    0 S  253   0.1641602        26.12691        38.27472        3.816821        200.9307      -0.5478782E-06
    0 S  254   0.1647597        26.22232        38.13545        3.809902        202.4173      -0.5450862E-06
    0 S  255   0.1653581        26.31757        37.99744        3.803004        203.9220      -0.5422610E-06
    0 S  256   0.1659555        26.41263        37.86067        3.796131        205.4446      -0.5394039E-06
    0 S  257   0.1665517        26.50753        37.72513        3.789283        206.9851      -0.5365151E-06
    0 S  258   0.1671469        26.60225        37.59080        3.782462        208.5436      -0.5335961E-06
    0 S  259   0.1677410        26.69681        37.45766        3.775672        210.1198      -0.5306523E-06
    0 S  260   0.1683340        26.79119        37.32570        3.768912        211.7138      -0.5276751E-06
    0 S  261   0.1689260        26.88540        37.19491        3.762186        213.3255      -0.5246698E-06
    0 S  262   0.1695169        26.97945        37.06525        3.755494        214.9547      -0.5216380E-06
    0 S  263   0.1701067        27.07332        36.93673        3.748839        216.6014      -0.5185826E-06
    0 S  264   0.1706955        27.16703        36.80933        3.742223        218.2656      -0.5154993E-06
    0 S  265   0.1712832        27.26057        36.68302        3.735646        219.9470      -0.5123925E-06
    0 S  266   0.1718699        27.35395        36.55779        3.729110        221.6457      -0.5092628E-06
    0 S  267   0.1724556        27.44716        36.43364        3.722617        223.3613      -0.5061114E-06
    0 S  268   0.1730402        27.54021        36.31054        3.716168        225.0939      -0.5029382E-06
    0 S  269   0.1736239        27.63310        36.18849        3.709765        226.8433      -0.4997449E-06
    0 S  270   0.1742065        27.72583        36.06745        3.703409        228.6094      -0.4965267E-06
    0 S  271   0.1747881        27.81839        35.94744        3.697101        230.3919      -0.4932958E-06
    0 S  272   0.1753688        27.91080        35.82842        3.690843        232.1908      -0.4900438E-06
    0 S  273   0.1759484        28.00306        35.71039        3.684636        234.0059      -0.4867744E-06
    0 S  274   0.1765271        28.09516        35.59333        3.678480        235.8369      -0.4834799E-06
    0 S  275   0.1771048        28.18710        35.47722        3.672378        237.6838      -0.4801849E-06
    0 S  276   0.1776815        28.27889        35.36207        3.666329        239.5463      -0.4768766E-06
    0 S  277   0.1782573        28.37053        35.24785        3.660336        241.4243      -0.4735554E-06
    0 S  278   0.1788321        28.46202        35.13455        3.654398        243.3175      -0.4702226E-06
    0 S  279   0.1794060        28.55335        35.02215        3.648517        245.2257      -0.4668790E-06
    0 S  280   0.1799790        28.64455        34.91066        3.642694        247.1488      -0.4635256E-06
    0 S  281   0.1805511        28.73559        34.80005        3.636929        249.0864      -0.4601632E-06
    0 S  282   0.1811222        28.82650        34.69031        3.631223        251.0384      -0.4567927E-06
    0 S  283   0.1816925        28.91725        34.58143        3.625577        253.0046      -0.4534151E-06
    0 S  284   0.1822618        29.00787        34.47340        3.619992        254.9847      -0.4500311E-06
    0 S  285   0.1828303        29.09835        34.36621        3.614467        256.9785      -0.4466417E-06
    0 S  286   0.1833979        29.18869        34.25985        3.609004        258.9856      -0.4432477E-06
    0 S  287   0.1839647        29.27889        34.15430        3.603603        261.0060      -0.4398500E-06
    0 S  288   0.1845306        29.36896        34.04955        3.598265        263.0392      -0.4364493E-06
    0 S  289   0.1850957        29.45889        33.94561        3.592989        265.0851      -0.4330465E-06
    0 S  290   0.1856599        29.54870        33.84244        3.587777        267.1434      -0.4296425E-06
    0 S  291   0.1862234        29.63837        33.74005        3.582628        269.2138      -0.4262378E-06
    0 S  292   0.1867860        29.72791        33.63842        3.577543        271.2960      -0.4228336E-06
    0 S  293   0.1873478        29.81733        33.53755        3.572523        273.3897      -0.4194303E-06
    0 S  294   0.1879088        29.90662        33.43742        3.567566        275.4947      -0.4160287E-06
    0 S  295   0.1884690        29.99578        33.33802        3.562674        277.6107      -0.4126297E-06
    0 S  296   0.1890285        30.08482        33.23935        3.557846        279.7373      -0.4092338E-06
    0 S  297   0.1895872        30.17375        33.14139        3.553083        281.8743      -0.4058419E-06
    0 S  298   0.1901452        30.26255        33.04414        3.548384        284.0214      -0.4024545E-06
    0 S  299   0.1907024        30.35124        32.94759        3.543751        286.1783      -0.3990724E-06
    0 S  300   0.1912590        30.43981        32.85172        3.539181        288.3446      -0.3956962E-06
    0 S  301   0.1918147        30.52826        32.75653        3.534677        290.5200      -0.3923265E-06
    0 S  302   0.1923698        30.61661        32.66201        3.530236        292.7043      -0.3889640E-06
    0 S  303   0.1929242        30.70484        32.56816        3.525861        294.8972      -0.3856093E-06
    0 S  304   0.1934779        30.79296        32.47495        3.521549        297.0982      -0.3822629E-06
    0 S  305   0.1940309        30.88098        32.38239        3.517301        299.3071      -0.3789254E-06
    0 S  306   0.1945833        30.96889        32.29047        3.513117        301.5236      -0.3755974E-06
    0 S  307   0.1951350        31.05669        32.19918        3.508997        303.7473      -0.3722793E-06
    0 S  308   0.1956860        31.14439        32.10851        3.504940        305.9779      -0.3689719E-06
    0 S  309   0.1962364        31.23200        32.01845        3.500947        308.2151      -0.3656755E-06
    0 S  310   0.1967862        31.31950        31.92899        3.497016        310.4585      -0.3623906E-06
    0 S  311   0.1973354        31.40690        31.84014        3.493147        312.7079      -0.3591177E-06
    0 S  312   0.1978839        31.49420        31.75187        3.489341        314.9629      -0.3558572E-06
    0 S  313   0.1984319        31.58142        31.66419        3.485597        317.2231      -0.3526097E-06
    0 S  314   0.1989793        31.66853        31.57709        3.481914        319.4882      -0.3493756E-06
    0 S  315   0.1995261        31.75556        31.49055        3.478292        321.7580      -0.3461551E-06
    0 S  316   0.2000723        31.84249        31.40458        3.474730        324.0320      -0.3429489E-06
    0 S  317   0.2006180        31.92934        31.31916        3.471229        326.3100      -0.3397572E-06
    0 S  318   0.2011631        32.01610        31.23429        3.467788        328.5915      -0.3365804E-06
    0 S  319   0.2017077        32.10277        31.14996        3.464406        330.8763      -0.3334189E-06
    0 S  320   0.2022517        32.18936        31.06617        3.461082        333.1640      -0.3302729E-06
    0 S  321   0.2027952        32.27586        30.98290        3.457818        335.4544      -0.3271429E-06
    0 S  322   0.2033382        32.36229        30.90016        3.454611        337.7470      -0.3240292E-06
    0 S  323   0.2038808        32.44863        30.81794        3.451461        340.0415      -0.3209320E-06
    0 S  324   0.2044228        32.53490        30.73623        3.448369        342.3377      -0.3178516E-06
    0 S  325   0.2049643        32.62108        30.65502        3.445333        344.6351      -0.3147884E-06
    0 S  326   0.2055054        32.70720        30.57431        3.442352        346.9335      -0.3117425E-06
    0 S  327   0.2060460        32.79323        30.49409        3.439428        349.2325      -0.3087143E-06
    0 S  328   0.2065861        32.87920        30.41437        3.436558        351.5318      -0.3057040E-06
    0 S  329   0.2071258        32.96509        30.33512        3.433742        353.8311      -0.3027117E-06
    0 S  330   0.2076650        33.05092        30.25635        3.430980        356.1301      -0.2997377E-06
    0 S  331   0.2082038        33.13667        30.17805        3.428271        358.4284      -0.2967833E-06
    0 S  332   0.2087422        33.22236        30.10021        3.425615        360.7258      -0.2938465E-06
    0 S  333   0.2092802        33.30798        30.02284        3.423011        363.0218      -0.2909286E-06
    0 S  334   0.2098177        33.39353        29.94592        3.420458        365.3163      -0.2880297E-06
    0 S  335   0.2103549        33.47902        29.86945        3.417957        367.6089      -0.2851501E-06
    0 S  336   0.2108917        33.56445        29.79342        3.415506        369.8992      -0.2822897E-06
    0 S  337   0.2114281        33.64982        29.71784        3.413104        372.1871      -0.2794499E-06
    0 S  338   0.2119641        33.73513        29.64269        3.410752        374.4721      -0.2766287E-06
    0 S  339   0.2124997        33.82038        29.56797        3.408449        376.7540      -0.2738272E-06
    0 S  340   0.2130350        33.90557        29.49368        3.406194        379.0326      -0.2710456E-06
    0 S  341   0.2135699        33.99071        29.41981        3.403986        381.3074      -0.2682839E-06
    0 S  342   0.2141045        34.07579        29.34635        3.401825        383.5783      -0.2655423E-06
    0 S  343   0.2146387        34.16081        29.27331        3.399711        385.8449      -0.2628185E-06
    0 S  344   0.2151726        34.24579        29.20067        3.397642        388.1069      -0.2601171E-06
    0 S  345   0.2157062        34.33071        29.12844        3.395619        390.3641      -0.2574360E-06
    0 S  346   0.2162395        34.41558        29.05660        3.393641        392.6163      -0.2547752E-06
    0 S  347   0.2167724        34.50041        28.98517        3.391706        394.8630      -0.2521347E-06
    0 S  348   0.2173051        34.58518        28.91412        3.389815        397.1042      -0.2495147E-06
    0 S  349   0.2178375        34.66991        28.84346        3.387968        399.3394      -0.2469162E-06
    0 S  350   0.2183695        34.75459        28.77318        3.386162        401.5685      -0.2443371E-06
    0 S  351   0.2189013        34.83923        28.70328        3.384399        403.7912      -0.2417785E-06
    0 S  352   0.2194328        34.92382        28.63375        3.382677        406.0073      -0.2392405E-06
    0 S  353   0.2199641        35.00837        28.56460        3.380995        408.2165      -0.2367229E-06
    0 S  354   0.2204950        35.09288        28.49581        3.379354        410.4185      -0.2342286E-06
    0 S  355   0.2210258        35.17734        28.42739        3.377753        412.6131      -0.2317522E-06
    0 S  356   0.2215562        35.26177        28.35933        3.376191        414.8002      -0.2292963E-06
    0 S  357   0.2220865        35.34616        28.29162        3.374667        416.9794      -0.2268609E-06
    0 S  358   0.2226164        35.43051        28.22426        3.373182        419.1505      -0.2244460E-06
    0 S  359   0.2231462        35.51482        28.15726        3.371734        421.3134      -0.2220549E-06
    0 S  360   0.2236757        35.59910        28.09060        3.370323        423.4678      -0.2196814E-06
    0 S  361   0.2242050        35.68334        28.02428        3.368949        425.6135      -0.2173279E-06
    0 S  362   0.2247341        35.76755        27.95831        3.367610        427.7502      -0.2149948E-06
    0 S  363   0.2252630        35.85172        27.89266        3.366308        429.8779      -0.2126820E-06
    0 S  364   0.2257917        35.93586        27.82735        3.365040        431.9963      -0.2103931E-06
    0 S  365   0.2263202        36.01997        27.76237        3.363807        434.1052      -0.2081211E-06
    0 S  366   0.2268485        36.10405        27.69772        3.362608        436.2044      -0.2058691E-06
    0 S  367   0.2273766        36.18810        27.63339        3.361442        438.2937      -0.2036372E-06
    0 S  368   0.2279045        36.27212        27.56938        3.360309        440.3730      -0.2014253E-06
    0 S  369   0.2284322        36.35612        27.50569        3.359209        442.4421      -0.1992371E-06
    0 S  370   0.2289598        36.44008        27.44231        3.358141        444.5008      -0.1970652E-06
    0 S  371   0.2294872        36.52402        27.37924        3.357104        446.5489      -0.1949132E-06
    0 S  372   0.2300144        36.60793        27.31648        3.356099        448.5864      -0.1927809E-06
    0 S  373   0.2305415        36.69182        27.25403        3.355124        450.6130      -0.1906714E-06
    0 S  374   0.2310684        36.77568        27.19188        3.354180        452.6286      -0.1885785E-06
    0 S  375   0.2315952        36.85952        27.13003        3.353265        454.6331      -0.1865051E-06
    0 S  376   0.2321218        36.94334        27.06848        3.352380        456.6262      -0.1844536E-06
    0 S  377   0.2326483        37.02713        27.00722        3.351524        458.6080      -0.1824190E-06
    0 S  378   0.2331747        37.11091        26.94626        3.350696        460.5782      -0.1804055E-06
    0 S  379   0.2337009        37.19466        26.88558        3.349896        462.5367      -0.1784094E-06
    0 S  380   0.2342271        37.27839        26.82519        3.349123        464.4834      -0.1764337E-06
    0 S  381   0.2347530        37.36211        26.76509        3.348378        466.4182      -0.1744774E-06
    0 S  382   0.2352789        37.44580        26.70526        3.347660        468.3410      -0.1725374E-06
    0 S  383   0.2358047        37.52948        26.64572        3.346967        470.2516      -0.1706170E-06
    0 S  384   0.2363303        37.61314        26.58645        3.346301        472.1500      -0.1687152E-06
    0 S  385   0.2368559        37.69678        26.52746        3.345661        474.0360      -0.1668327E-06
    0 S  386   0.2373813        37.78041        26.46874        3.345045        475.9097      -0.1649673E-06
    0 S  387   0.2379067        37.86402        26.41029        3.344454        477.7708      -0.1631208E-06
    0 S  388   0.2384319        37.94762        26.35211        3.343888        479.6193      -0.1612926E-06
    0 S  389   0.2389571        38.03121        26.29420        3.343346        481.4551      -0.1594825E-06
    0 S  390   0.2394822        38.11478        26.23654        3.342827        483.2782      -0.1576904E-06
    0 S  391   0.2400072        38.19833        26.17915        3.342331        485.0884      -0.1559161E-06
    0 S  392   0.2405321        38.28188        26.12202        3.341859        486.8857      -0.1541597E-06
    0 S  393   0.2410570        38.36541        26.06514        3.341409        488.6701      -0.1524209E-06
    0 S  394   0.2415818        38.44893        26.00852        3.340981        490.4414      -0.1506996E-06
    0 S  395   0.2421065        38.53244        25.95216        3.340574        492.1996      -0.1489962E-06
    0 S  396   0.2426311        38.61595        25.89604        3.340190        493.9448      -0.1473096E-06
    0 S  397   0.2431557        38.69944        25.84017        3.339826        495.6767      -0.1456397E-06
    0 S  398   0.2436803        38.78292        25.78455        3.339483        497.3954      -0.1439874E-06
    0 S  399   0.2442048        38.86639        25.72917        3.339161        499.1008      -0.1423513E-06
    0 S  400   0.2447292        38.94986        25.67403        3.338859        500.7930      -0.1407333E-06
    0 S  401   0.2452536        39.03332        25.61914        3.338577        502.4718      -0.1391322E-06
    0 S  402   0.2457779        39.11677        25.56448        3.338314        504.1372      -0.1375467E-06
    0 S  403   0.2463022        39.20022        25.51006        3.338070        505.7893      -0.1359770E-06
    0 S  404   0.2468265        39.28366        25.45588        3.337845        507.4279      -0.1344243E-06
    0 S  405   0.2473507        39.36709        25.40193        3.337639        509.0532      -0.1328873E-06
    0 S  406   0.2478749        39.45052        25.34821        3.337451        510.6649      -0.1313675E-06
    0 S  407   0.2483991        39.53394        25.29472        3.337281        512.2633      -0.1298630E-06
    0 S  408   0.2489232        39.61736        25.24146        3.337128        513.8481      -0.1283749E-06
    0 S  409   0.2494473        39.70078        25.18842        3.336993        515.4195      -0.1269013E-06
    0 S  410   0.2499714        39.78419        25.13561        3.336875        516.9774      -0.1254449E-06
    0 S  411   0.2504955        39.86760        25.08302        3.336774        518.5219      -0.1240028E-06
    0 S  412   0.2510196        39.95101        25.03066        3.336689        520.0529      -0.1225746E-06
    0 S  413   0.2515436        40.03441        24.97851        3.336621        521.5704      -0.1211644E-06
    0 S  414   0.2520677        40.11782        24.92658        3.336569        523.0745      -0.1197678E-06
    0 S  415   0.2525917        40.20122        24.87487        3.336532        524.5652      -0.1183856E-06
    0 S  416   0.2531157        40.28462        24.82337        3.336511        526.0425      -0.1170188E-06
    0 S  417   0.2536398        40.36802        24.77208        3.336505        527.5063      -0.1156667E-06
    0 S  418   0.2541638        40.45142        24.72101        3.336514        528.9568      -0.1143292E-06
    0 S  419   0.2546878        40.53482        24.67015        3.336537        530.3940      -0.1130061E-06
    0 S  420   0.2552118        40.61822        24.61949        3.336575        531.8178      -0.1116973E-06
    0 S  421   0.2557359        40.70163        24.56904        3.336628        533.2283      -0.1104026E-06
    0 S  422   0.2562599        40.78503        24.51880        3.336694        534.6256      -0.1091220E-06
    0 S  423   0.2567840        40.86844        24.46876        3.336774        536.0096      -0.1078553E-06
    0 S  424   0.2573080        40.95184        24.41892        3.336868        537.3805      -0.1066025E-06
    0 S  425   0.2578321        41.03525        24.36929        3.336974        538.7382      -0.1053633E-06
    0 S  426   0.2583562        41.11867        24.31985        3.337094        540.0828      -0.1041376E-06
    0 S  427   0.2588803        41.20208        24.27062        3.337227        541.4143      -0.1029254E-06
    0 S  428   0.2594045        41.28550        24.22158        3.337372        542.7329      -0.1017265E-06
    0 S  429   0.2599286        41.36892        24.17273        3.337530        544.0384      -0.1005408E-06
    0 S  430   0.2604528        41.45235        24.12408        3.337700        545.3310      -0.9936812E-07
    0 S  431   0.2609770        41.53578        24.07563        3.337881        546.6108      -0.9820841E-07
    0 S  432   0.2615013        41.61922        24.02736        3.338075        547.8777      -0.9706154E-07
    0 S  433   0.2620255        41.70266        23.97929        3.338280        549.1319      -0.9592736E-07
    0 S  434   0.2625498        41.78610        23.93140        3.338497        550.3733      -0.9480577E-07
    0 S  435   0.2630742        41.86956        23.88370        3.338724        551.6022      -0.9369665E-07
    0 S  436   0.2635985        41.95301        23.83619        3.338963        552.8184      -0.9259988E-07
    0 S  437   0.2641230        42.03647        23.78886        3.339212        554.0221      -0.9151477E-07
    0 S  438   0.2646474        42.11994        23.74172        3.339472        555.2133      -0.9044343E-07
    0 S  439   0.2651719        42.20342        23.69476        3.339742        556.3922      -0.8938165E-07
    0 S  440   0.2656964        42.28690        23.64798        3.340023        557.5587      -0.8833454E-07
    0 S  441   0.2662210        42.37039        23.60139        3.340313        558.7129      -0.8729658E-07
    0 S  442   0.2667456        42.45389        23.55497        3.340614        559.8550      -0.8627272E-07
    0 S  443   0.2672703        42.53739        23.50873        3.340924        560.9849      -0.8525848E-07
    0 S  444   0.2677950        42.62090        23.46267        3.341243        562.1027      -0.8425633E-07
    0 S  445   0.2683198        42.70442        23.41678        3.341572        563.2086      -0.8326626E-07
    0 S  446   0.2688446        42.78795        23.37106        3.341910        564.3026      -0.8228526E-07
    0 S  447   0.2693695        42.87149        23.32553        3.342257        565.3847      -0.8131664E-07
    0 S  448   0.2698944        42.95503        23.28016        3.342613        566.4551      -0.8035900E-07
    0 S  449   0.2704194        43.03859        23.23496        3.342978        567.5137      -0.7941223E-07
    0 S  450   0.2709445        43.12215        23.18994        3.343351        568.5608      -0.7847813E-07
    0 S  451   0.2714696        43.20572        23.14508        3.343732        569.5963      -0.7755140E-07
    0 S  452   0.2719947        43.28931        23.10039        3.344122        570.6204      -0.7663774E-07
    0 S  453   0.2725200        43.37290        23.05587        3.344520        571.6331      -0.7573231E-07
    0 S  454   0.2730452        43.45650        23.01152        3.344925        572.6345      -0.7483906E-07
    0 S  455   0.2735706        43.54011        22.96733        3.345339        573.6247      -0.7395536E-07
    0 S  456   0.2740960        43.62374        22.92330        3.345760        574.6038      -0.7308180E-07
    0 S  457   0.2746215        43.70737        22.87944        3.346188        575.5718      -0.7221731E-07
